Are you self-employed?,How many employees?,Is employer primarily a tech company?,Are mental health benefits provided as part of healthcare?,Do employer provide resources related to mental health concerns?,What reason would you provide for asking a leave for mental health issue? ,Does discussion with employer about mental health issues have negative consequence?,Does discussion with employer about physical health issues have negative consequence?,Feel comfortable discussing mental health issues with co-worker?,Feel comfortable discussing mental health issues with direct supervisor?,Aware of local/online resources to seek help for mental health issue?,Is the productivity affected by mental health issue?,What percentage of time is affected by mental health issue?,Do you currently have a mental health disorder?,What condition(s) of mental health issue have you been diagnosed with?,Have you sought help from professional for mental health issue?,Do you feel mental health issue interferes with work when being treated?,Do you feel mental health issue interferes with work when not being treated?,What is your age?,What is your gender?,What country do you live in?,Do you work remotely?,Is your primary role within your company related to tech/IT?,Do you know options for mental health care under employer-provided coverage?  ,Has your employer ever formally discussed mental health?,Is anonymity protected for treatment of mental health issues under employer benefits?,Do employer treat mental health and physical health equally?,Do you have private/state medical coverage for treatment of mental health issues?,Does being identified as a person with mental health issue would hurt your career?,Do you have a family history of mental illness?
0,6-25,1.0,Yes,I don't know,Very difficult,No,No,No,Maybe,,,,No,,1,Not applicable to me,Not applicable to me,39,Male,United States of America,Sometimes,,No,No,Yes,I don't know,,"Yes, I think it would",No
1,,,,,,,,,,"No, I don't know any",Yes,1-25%,Yes,Attention Deficit Hyperactivity Disorder,0,Never,Sometimes,35,Male,United States of America,Always,,,,,,1.0,"Yes, I think it would",Yes
0,26-100,1.0,Yes,No,Somewhat easy,No,No,Yes,Yes,,,,Yes,"Anxiety Disorder (Generalized, Social, Phobia, etc)|Mood Disorder (Depression, Bipolar Disorder, etc)|Attention Deficit Hyperactivity Disorder",1,Rarely,Often,34,Male,United States of America,Sometimes,,Yes,No,Yes,No,,Maybe,Yes
0,More than 1000,0.0,Yes,I don't know,Somewhat easy,Maybe,No,Maybe,Yes,,,,No,,0,Not applicable to me,Not applicable to me,38,Male,United Kingdom,Sometimes,1.0,I am not sure,Yes,I don't know,I don't know,,Maybe,No
0,100-500,1.0,Yes,I don't know,Somewhat easy,Yes,Maybe,Yes,Yes,,,,Yes,"Anxiety Disorder (Generalized, Social, Phobia, etc)|Mood Disorder (Depression, Bipolar Disorder, etc)|Dissociative Disorder",1,Sometimes,Often,26,Female,United States of America,Always,,Yes,No,Yes,No,,"Yes, it has",I don't know
0,6-25,1.0,No,No,Neither easy nor difficult,Maybe,No,Maybe,No,,,,No,,0,Not applicable to me,Not applicable to me,24,Male,Bulgaria,Sometimes,,I am not sure,No,I don't know,I don't know,,Maybe,Yes
0,More than 1000,0.0,I don't know,Yes,Very difficult,Yes,No,No,No,,,,Yes,"Anxiety Disorder (Generalized, Social, Phobia, etc)|Mood Disorder (Depression, Bipolar Disorder, etc)",1,Rarely,Often,27,Female,United States of America,Sometimes,1.0,I am not sure,Yes,I don't know,I don't know,,"No, I don't think it would",Yes
0,6-25,1.0,Yes,Yes,Neither easy nor difficult,No,No,Maybe,No,,,,Yes,Substance Use Disorder|Addictive Disorder,1,Never,Sometimes,25,Male,United States of America,Never,,Yes,Yes,Yes,Yes,,"Yes, I think it would",No
1,,,,,,,,,,"No, I don't know any",Unsure,,No,,0,Not applicable to me,Not applicable to me,37,Male,United States of America,Sometimes,,,,,,0.0,Maybe,No
0,More than 1000,0.0,Yes,Yes,Neither easy nor difficult,Maybe,No,No,Maybe,,,,No,,0,Not applicable to me,Not applicable to me,33,Male,Canada,Sometimes,1.0,I am not sure,I don't know,Yes,Yes,,"Yes, I think it would",Yes
0,26-100,0.0,No,I don't know,Somewhat difficult,Yes,No,No,No,,,,Yes,"Anxiety Disorder (Generalized, Social, Phobia, etc)|Mood Disorder (Depression, Bipolar Disorder, etc)",1,Sometimes,Often,34,Male,United States of America,Sometimes,1.0,I am not sure,Yes,Yes,I don't know,,"Yes, I think it would",No
0,26-100,1.0,I don't know,No,Somewhat difficult,Maybe,No,No,No,,,,Yes,"Anxiety Disorder (Generalized, Social, Phobia, etc)|Mood Disorder (Depression, Bipolar Disorder, etc)|Eating Disorder (Anorexia, Bulimia, etc)",1,Not applicable to me,Often,27,Male,Canada,Sometimes,,I am not sure,No,I don't know,I don't know,,"Yes, I think it would",I don't know
0,100-500,1.0,Yes,I don't know,Very easy,Maybe,No,No,Maybe,,,,Maybe,,1,Sometimes,Often,33,Male,United States of America,Sometimes,,No,No,I don't know,I don't know,,"Yes, I think it would",Yes
0,6-25,1.0,Yes,I don't know,Somewhat easy,Maybe,No,Yes,Yes,,,,Yes,"Mood Disorder (Depression, Bipolar Disorder, etc)|Attention Deficit Hyperactivity Disorder",1,Often,Often,50,Male,United States of America,Sometimes,,I am not sure,No,I don't know,Yes,,Maybe,Yes
1,,,,,,,,,,"Yes, I know several",Yes,1-25%,Yes,"Mood Disorder (Depression, Bipolar Disorder, etc)|Attention Deficit Hyperactivity Disorder|Post-traumatic Stress Disorder",1,Sometimes,Often,54,Female,United States of America,Sometimes,,,,,,1.0,"Yes, I think it would",Yes
0,More than 1000,1.0,Yes,No,Very difficult,Yes,No,Yes,No,,,,No,,1,Sometimes,Often,32,Female,Canada,Sometimes,,I am not sure,Yes,Yes,No,,"Yes, I think it would",I don't know
0,6-25,1.0,I don't know,Yes,Very easy,No,No,Maybe,Maybe,,,,No,,0,Not applicable to me,Not applicable to me,39,Male,Canada,Sometimes,,I am not sure,I don't know,Yes,Yes,,"No, I don't think it would",No
0,6-25,1.0,I don't know,I don't know,Very easy,No,No,Yes,Yes,,,,No,,0,Not applicable to me,Not applicable to me,36,Male,United States of America,Sometimes,,No,I don't know,I don't know,Yes,,Maybe,No
0,100-500,1.0,I don't know,No,Somewhat easy,Maybe,No,Yes,Maybe,,,,No,,0,Not applicable to me,Not applicable to me,34,Male,Canada,Sometimes,,No,No,I don't know,I don't know,,Maybe,No
0,100-500,1.0,I don't know,No,I don't know,Maybe,No,Maybe,Yes,,,,Maybe,,1,Sometimes,Often,31,Female,United States of America,Sometimes,,I am not sure,No,I don't know,I don't know,,Maybe,Yes
0,More than 1000,0.0,No,Yes,Somewhat easy,No,No,Maybe,Yes,,,,Maybe,,1,Never,Rarely,36,Male,United States of America,Never,1.0,,Yes,I don't know,No,,Maybe,Yes
0,More than 1000,0.0,I don't know,Yes,Very easy,No,No,Yes,Yes,,,,No,,0,Sometimes,Often,48,Male,United States of America,Sometimes,1.0,I am not sure,Yes,Yes,Yes,,"Yes, I think it would",I don't know
0,6-25,1.0,I don't know,I don't know,Very easy,No,No,Maybe,Yes,,,,Maybe,,1,Sometimes,Sometimes,31,Male,United States of America,Never,,No,No,I don't know,I don't know,,Maybe,Yes
0,1-5,1.0,No,No,Very easy,No,No,Yes,Yes,,,,No,,0,Not applicable to me,Not applicable to me,32,Male,United States of America,Always,,,No,I don't know,Yes,,Maybe,No
0,100-500,1.0,I don't know,No,Somewhat difficult,Yes,Maybe,No,No,,,,No,,0,Not applicable to me,Not applicable to me,32,Male,United States of America,Always,,I am not sure,No,I don't know,No,,"Yes, I think it would",No
1,,,,,,,,,,I know some,Yes,26-50%,Yes,"Anxiety Disorder (Generalized, Social, Phobia, etc)|Mood Disorder (Depression, Bipolar Disorder, etc)",1,Sometimes,Often,31,Male,United States of America,Always,,,,,,1.0,Maybe,Yes
0,1-5,1.0,Not eligible for coverage,Yes,Very easy,No,No,Maybe,Yes,,,,Yes,"Mood Disorder (Depression, Bipolar Disorder, etc)",1,Rarely,Often,28,Female,United States of America,Sometimes,,,No,Yes,Yes,,"No, I don't think it would",Yes
0,More than 1000,0.0,I don't know,No,Very difficult,Yes,No,No,No,,,,Yes,"Anxiety Disorder (Generalized, Social, Phobia, etc)",1,Not applicable to me,Not applicable to me,28,Male,United Kingdom,Never,1.0,No,No,I don't know,No,,"Yes, I think it would",Yes
0,26-100,1.0,Yes,I don't know,Somewhat easy,Yes,Maybe,No,Maybe,,,,Yes,"Anxiety Disorder (Generalized, Social, Phobia, etc)|Mood Disorder (Depression, Bipolar Disorder, etc)|Attention Deficit Hyperactivity Disorder",1,Rarely,Often,33,Female,United States of America,Sometimes,,Yes,No,I don't know,No,,"Yes, I think it would",Yes
1,,,,,,,,,,I know some,Yes,1-25%,No,,1,Not applicable to me,Not applicable to me,33,Male,United States of America,Never,,,,,,0.0,Maybe,Yes
1,,,,,,,,,,"Yes, I know several",Yes,51-75%,Yes,"Anxiety Disorder (Generalized, Social, Phobia, etc)",1,Sometimes,Often,59,Male,United States of America,Always,,,,,,0.0,"Yes, it has",No
1,,,,,,,,,,"Yes, I know several",Yes,51-75%,Yes,"Anxiety Disorder (Generalized, Social, Phobia, etc)|Mood Disorder (Depression, Bipolar Disorder, etc)",1,Sometimes,Often,33,Male,United States of America,Sometimes,,,,,,1.0,Maybe,Yes
0,100-500,1.0,I don't know,I don't know,Very difficult,Yes,Maybe,Maybe,Maybe,,,,Maybe,,1,Rarely,Rarely,37,Male,United States of America,Always,,No,No,I don't know,No,,Maybe,I don't know
0,6-25,1.0,I don't know,No,Somewhat easy,Maybe,No,Maybe,Maybe,,,,No,,1,Sometimes,Sometimes,27,Female,Germany,Always,,I am not sure,No,I don't know,I don't know,,"Yes, it has",No
0,More than 1000,1.0,No,No,I don't know,No,No,Maybe,Maybe,,,,Maybe,,0,Never,Never,39,Male,United States of America,Always,,No,No,I don't know,I don't know,,"Yes, I think it would",No
1,,,,,,,,,,I know some,Yes,26-50%,No,,0,Rarely,Sometimes,50,Male,Germany,Sometimes,,,,,,1.0,Maybe,Yes
0,More than 1000,0.0,Yes,Yes,Somewhat easy,Maybe,No,Maybe,Yes,,,,No,,0,Not applicable to me,Not applicable to me,34,Female,United States of America,Never,1.0,Yes,I don't know,Yes,I don't know,,Maybe,I don't know
1,,,,,,,,,,I know some,Yes,26-50%,Maybe,,0,Often,Rarely,50,Male,Germany,Sometimes,,,,,,1.0,"No, I don't think it would",No
0,6-25,1.0,Not eligible for coverage,I don't know,Somewhat easy,No,No,Maybe,Yes,,,,Maybe,,0,Not applicable to me,Not applicable to me,31,Female,Other,Always,,,No,I don't know,Yes,,Maybe,I don't know
0,More than 1000,0.0,Yes,Yes,Very easy,Yes,No,No,No,,,,Maybe,,0,Rarely,Often,39,Male,United States of America,Sometimes,1.0,Yes,No,No,No,,"Yes, I think it would",Yes
0,26-100,1.0,I don't know,I don't know,Somewhat difficult,Maybe,Maybe,No,No,,,,No,,1,Sometimes,Sometimes,46,Male,United States of America,Sometimes,,No,No,I don't know,No,,Maybe,Yes
0,More than 1000,1.0,I don't know,I don't know,Somewhat easy,No,No,Maybe,Yes,,,,Maybe,,0,Rarely,Sometimes,28,Male,United States of America,Sometimes,,No,No,I don't know,Yes,,"No, I don't think it would",No
0,26-100,1.0,I don't know,I don't know,Neither easy nor difficult,Maybe,No,No,No,,,,No,,0,Not applicable to me,Not applicable to me,32,Male,France,Sometimes,,I am not sure,No,Yes,Yes,,"Yes, I think it would",No
1,,,,,,,,,,I know some,Yes,1-25%,Yes,"Anxiety Disorder (Generalized, Social, Phobia, etc)|Mood Disorder (Depression, Bipolar Disorder, etc)",1,Sometimes,Often,65,Female,United States of America,Sometimes,,,,,,0.0,Maybe,No
1,,,,,,,,,,"No, I don't know any",Yes,76-100%,Maybe,,1,Sometimes,Never,37,Male,United States of America,Always,,,,,,1.0,"No, I don't think it would",Yes
1,,,,,,,,,,"Yes, I know several",Yes,1-25%,No,,1,Rarely,Sometimes,41,Female,United States of America,Sometimes,,,,,,1.0,Maybe,I don't know
1,,,,,,,,,,I know some,Yes,1-25%,Yes,"Anxiety Disorder (Generalized, Social, Phobia, etc)|Mood Disorder (Depression, Bipolar Disorder, etc)|Attention Deficit Hyperactivity Disorder",1,Rarely,Sometimes,38,Male,United States of America,Sometimes,,,,,,0.0,"Yes, I think it would",I don't know
0,26-100,0.0,I don't know,No,Somewhat easy,No,No,Yes,Yes,,,,Yes,"Anxiety Disorder (Generalized, Social, Phobia, etc)|Mood Disorder (Depression, Bipolar Disorder, etc)|Post-traumatic Stress Disorder",1,Sometimes,Often,51,Male,United States of America,Sometimes,1.0,I am not sure,Yes,I don't know,Yes,,"Yes, it has",No
0,500-1000,0.0,I don't know,Yes,Neither easy nor difficult,No,No,Yes,Yes,,,,Maybe,,1,Not applicable to me,Not applicable to me,29,Male,United States of America,Sometimes,1.0,No,No,Yes,I don't know,,"Yes, I think it would",I don't know
1,,,,,,,,,,I know some,Yes,51-75%,No,,1,Rarely,Sometimes,37,Male,Japan,Always,,,,,,0.0,Maybe,No
1,,,,,,,,,,"No, I don't know any",Not applicable to me,,No,,0,Not applicable to me,Not applicable to me,31,Male,Canada,Always,,,,,,0.0,"Yes, I think it would",No
0,1-5,1.0,No,No,Very easy,No,No,Yes,Yes,,,,Maybe,,0,Rarely,Rarely,32,Male,Iran,Sometimes,,,No,No,I don't know,,"No, I don't think it would",Yes
1,,,,,,,,,,"Yes, I know several",Yes,1-25%,Yes,"Anxiety Disorder (Generalized, Social, Phobia, etc)|Mood Disorder (Depression, Bipolar Disorder, etc)",1,Rarely,Often,31,Male,Sweden,Sometimes,,,,,,1.0,Maybe,I don't know
0,More than 1000,0.0,Not eligible for coverage,Yes,Neither easy nor difficult,Maybe,No,No,Maybe,,,,No,,1,Not applicable to me,Not applicable to me,52,Male,Switzerland,Never,1.0,,No,I don't know,No,,"Yes, I think it would",Yes
1,,,,,,,,,,"Yes, I know several",Yes,26-50%,Yes,"Mood Disorder (Depression, Bipolar Disorder, etc)",1,Often,Often,31,Male,Switzerland,Sometimes,,,,,,1.0,"No, I don't think it would",Yes
1,,,,,,,,,,"Yes, I know several",Unsure,,No,,0,Not applicable to me,Not applicable to me,38,Female,United Kingdom,Always,,,,,,1.0,"No, I don't think it would",No
0,More than 1000,0.0,Yes,I don't know,Somewhat difficult,Yes,Maybe,Maybe,Maybe,,,,Maybe,,1,Sometimes,Often,35,Male,United States of America,Never,1.0,Yes,No,I don't know,No,,"Yes, I think it would",I don't know
1,,,,,,,,,,I know some,Not applicable to me,,No,,0,Not applicable to me,Not applicable to me,29,Male,United States of America,Always,,,,,,1.0,"Yes, I think it would",I don't know
1,,,,,,,,,,I know some,Yes,1-25%,No,,1,Not applicable to me,Not applicable to me,63,Male,United States of America,Always,,,,,,1.0,Maybe,No
1,,,,,,,,,,I know some,Yes,1-25%,Yes,Post-traumatic Stress Disorder,1,Rarely,Often,47,Female,United States of America,Always,,,,,,1.0,Maybe,No
1,,,,,,,,,,I know some,Yes,26-50%,Yes,"Anxiety Disorder (Generalized, Social, Phobia, etc)|Mood Disorder (Depression, Bipolar Disorder, etc)|Attention Deficit Hyperactivity Disorder",1,Rarely,Often,43,Male,Austria,Always,,,,,,0.0,Maybe,Yes
0,26-100,1.0,No,No,Neither easy nor difficult,Maybe,No,Yes,Yes,,,,No,,0,Not applicable to me,Not applicable to me,38,Male,Ireland,Sometimes,,,No,I don't know,I don't know,,"Yes, I think it would",No
0,6-25,0.0,I don't know,I don't know,Somewhat difficult,Maybe,No,No,Yes,,,,Maybe,,0,Not applicable to me,Sometimes,27,Male,United States of America,Never,1.0,No,No,I don't know,I don't know,,"No, I don't think it would",No
0,6-25,1.0,I don't know,Yes,I don't know,No,No,No,Yes,,,,Yes,,0,Not applicable to me,Often,40,Female,United States of America,Always,,No,No,Yes,Yes,,"Yes, it has",Yes
0,500-1000,0.0,Not eligible for coverage,I don't know,Very difficult,Yes,Maybe,No,No,,,,No,,0,Not applicable to me,Not applicable to me,32,Male,South Africa,Never,1.0,,I don't know,I don't know,No,,"Yes, I think it would",No
1,,,,,,,,,,I know some,Yes,26-50%,Maybe,,0,Not applicable to me,Sometimes,43,Female,United States of America,Always,,,,,,1.0,Maybe,No
0,100-500,0.0,Yes,No,Somewhat difficult,Maybe,No,Maybe,Maybe,,,,Yes,Post-traumatic Stress Disorder,0,Never,Often,28,Female,Germany,Never,1.0,Yes,No,Yes,No,,"Yes, I think it would",I don't know
1,,,,,,,,,,I know some,Not applicable to me,,No,,0,Not applicable to me,Not applicable to me,46,Male,United Kingdom,Always,,,,,,0.0,"Yes, I think it would",No
0,More than 1000,0.0,No,No,Somewhat easy,Maybe,No,No,No,,,,No,,0,Not applicable to me,Not applicable to me,42,Male,United States of America,Sometimes,1.0,Yes,No,I don't know,No,,"Yes, I think it would",Yes
0,1-5,1.0,No,No,Somewhat easy,Maybe,No,Maybe,Maybe,,,,Maybe,,1,Rarely,Sometimes,31,Male,United States of America,Sometimes,,Yes,No,I don't know,Yes,,Maybe,Yes
1,,,,,,,,,,"Yes, I know several",Yes,26-50%,Yes,"Mood Disorder (Depression, Bipolar Disorder, etc)",1,Rarely,Sometimes,37,Female,United States of America,Never,,,,,,1.0,"No, I don't think it would",No
0,6-25,1.0,No,No,Somewhat easy,No,No,No,No,,,,Yes,"Anxiety Disorder (Generalized, Social, Phobia, etc)|Mood Disorder (Depression, Bipolar Disorder, etc)",1,Sometimes,Often,35,Male,Canada,Never,,,No,I don't know,I don't know,,Maybe,Yes
1,,,,,,,,,,I know some,Yes,1-25%,Maybe,,1,Sometimes,Sometimes,30,Female,United States of America,Always,,,,,,1.0,Maybe,No
0,26-100,1.0,Not eligible for coverage,No,Very easy,No,No,Yes,Yes,,,,Yes,"Anxiety Disorder (Generalized, Social, Phobia, etc)|Substance Use Disorder",1,Rarely,Often,35,Male,Australia,Sometimes,,I am not sure,Yes,Yes,Yes,,"No, I don't think it would",Yes
0,26-100,1.0,Yes,I don't know,Somewhat easy,Maybe,No,Maybe,Yes,,,,Yes,"Anxiety Disorder (Generalized, Social, Phobia, etc)|Mood Disorder (Depression, Bipolar Disorder, etc)|Attention Deficit Hyperactivity Disorder",1,Rarely,Often,24,Male,United States of America,Never,,Yes,No,Yes,Yes,,"Yes, I think it would",Yes
0,6-25,1.0,No,No,I don't know,Maybe,No,No,No,,,,No,,0,Sometimes,Sometimes,23,Male,India,Sometimes,,No,No,No,No,,Maybe,No
1,,,,,,,,,,"Yes, I know several",Yes,26-50%,Maybe,,1,Sometimes,Often,39,Female,France,Always,,,,,,0.0,Maybe,Yes
0,6-25,1.0,No,No,Very easy,No,No,Maybe,Maybe,,,,No,,0,Not applicable to me,Not applicable to me,38,Male,France,Always,,,Yes,Yes,I don't know,,Maybe,No
1,,,,,,,,,,I know some,Yes,51-75%,Yes,Obsessive-Compulsive Disorder,1,Often,Often,28,Male,United Kingdom,Always,,,,,,1.0,Maybe,Yes
1,,,,,,,,,,I know some,Unsure,,No,,0,Not applicable to me,Not applicable to me,30,Male,United Kingdom,Sometimes,,,,,,0.0,Maybe,No
1,,,,,,,,,,I know some,Yes,1-25%,Maybe,,0,Not applicable to me,Rarely,38,Male,United Kingdom,Always,,,,,,0.0,"Yes, I think it would",No
0,26-100,1.0,I don't know,I don't know,Very easy,No,No,No,Maybe,,,,No,,0,Not applicable to me,Not applicable to me,33,Male,France,Sometimes,,No,No,I don't know,Yes,,Maybe,No
0,26-100,1.0,I don't know,I don't know,Very easy,No,No,Yes,Yes,,,,No,,0,Not applicable to me,Not applicable to me,35,Male,United Kingdom,Sometimes,,I am not sure,I don't know,I don't know,Yes,,Maybe,No
1,,,,,,,,,,"No, I don't know any",Not applicable to me,,No,,0,Not applicable to me,Not applicable to me,54,Male,United Kingdom,Never,,,,,,1.0,"Yes, I think it would",No
0,100-500,1.0,I don't know,I don't know,I don't know,No,No,Maybe,Maybe,,,,No,,0,Not applicable to me,Not applicable to me,30,Female,Germany,Never,,,I don't know,I don't know,I don't know,,Maybe,I don't know
1,,,,,,,,,,"Yes, I know several",Yes,1-25%,No,,1,Not applicable to me,Not applicable to me,32,Female,United Kingdom,Always,,,,,,1.0,Maybe,I don't know
0,500-1000,1.0,I don't know,I don't know,Very easy,No,No,No,Maybe,,,,Maybe,,0,Not applicable to me,Not applicable to me,28,Male,United States of America,Sometimes,,No,No,I don't know,I don't know,,Maybe,Yes
0,6-25,1.0,No,No,Somewhat easy,No,No,Maybe,Yes,,,,No,,0,Sometimes,Sometimes,39,Male,Germany,Sometimes,,I am not sure,Yes,I don't know,I don't know,,"Yes, I think it would",I don't know
0,1-5,1.0,No,No,Somewhat easy,Maybe,No,Maybe,Maybe,,,,Yes,"Anxiety Disorder (Generalized, Social, Phobia, etc)|Mood Disorder (Depression, Bipolar Disorder, etc)",1,Rarely,Often,21,Other,United States of America,Always,,Yes,No,No,I don't know,,Maybe,Yes
0,6-25,1.0,Yes,Yes,Very easy,Maybe,No,Maybe,Yes,,,,No,,0,Not applicable to me,Not applicable to me,31,Male,Germany,Sometimes,,Yes,Yes,No,No,,Maybe,Yes
0,More than 1000,1.0,I don't know,I don't know,Somewhat easy,Yes,Maybe,No,No,,,,Maybe,,0,Not applicable to me,Not applicable to me,30,Male,United States of America,Sometimes,,No,I don't know,I don't know,I don't know,,Maybe,No
0,26-100,1.0,Yes,No,Somewhat difficult,Maybe,No,Maybe,Maybe,,,,No,,0,Not applicable to me,Not applicable to me,25,Female,United States of America,Sometimes,,I am not sure,No,Yes,I don't know,,Maybe,No
0,6-25,1.0,Not eligible for coverage,I don't know,Somewhat difficult,Maybe,Maybe,Yes,Maybe,,,,No,,0,Not applicable to me,Not applicable to me,26,Male,United Kingdom,Always,,I am not sure,No,I don't know,No,,"Yes, I think it would",No
0,26-100,1.0,Yes,No,Somewhat easy,No,No,Maybe,Yes,,,,No,,0,Not applicable to me,Not applicable to me,30,Male,United States of America,Never,,I am not sure,No,Yes,I don't know,,Maybe,No
0,500-1000,1.0,No,No,Somewhat easy,No,No,Maybe,Yes,,,,No,,0,Not applicable to me,Not applicable to me,30,Male,Italy,Never,,,I don't know,I don't know,Yes,,Maybe,No
0,100-500,1.0,I don't know,I don't know,Very easy,No,No,Yes,Yes,,,,No,,0,Not applicable to me,Not applicable to me,31,Male,Bulgaria,Always,,I am not sure,Yes,Yes,Yes,,Maybe,No
0,100-500,1.0,I don't know,I don't know,I don't know,Maybe,No,Maybe,Maybe,,,,Yes,"Anxiety Disorder (Generalized, Social, Phobia, etc)",1,Rarely,Sometimes,32,Male,United States of America,Never,,I am not sure,No,I don't know,I don't know,,Maybe,Yes
0,26-100,0.0,No,No,Somewhat difficult,No,No,Maybe,Yes,,,,Yes,"Anxiety Disorder (Generalized, Social, Phobia, etc)|Mood Disorder (Depression, Bipolar Disorder, etc)",1,Rarely,Sometimes,45,Female,United Kingdom,Always,1.0,,No,I don't know,Yes,,"No, I don't think it would",Yes
1,,,,,,,,,,"No, I don't know any",Yes,26-50%,Maybe,,0,Sometimes,Often,29,Male,Switzerland,Sometimes,,,,,,1.0,Maybe,Yes
0,26-100,1.0,Yes,No,Somewhat easy,Maybe,No,No,No,,,,Maybe,,1,Sometimes,Sometimes,27,Male,United States of America,Always,,No,No,I don't know,I don't know,,"Yes, I think it would",Yes
0,26-100,1.0,Not eligible for coverage,I don't know,Very easy,No,No,No,Maybe,,,,Yes,"Anxiety Disorder (Generalized, Social, Phobia, etc)|Mood Disorder (Depression, Bipolar Disorder, etc)|Eating Disorder (Anorexia, Bulimia, etc)",0,Not applicable to me,Sometimes,28,Female,United Kingdom,Always,,,I don't know,I don't know,Yes,,"Yes, I think it would",I don't know
0,500-1000,1.0,Yes,Yes,Somewhat difficult,Maybe,No,Maybe,Maybe,,,,No,,0,Rarely,Rarely,38,Male,United States of America,Always,,No,No,I don't know,I don't know,,"No, I don't think it would",Yes
0,500-1000,0.0,Yes,Yes,Somewhat easy,Maybe,No,Maybe,Yes,,,,Yes,"Anxiety Disorder (Generalized, Social, Phobia, etc)|Mood Disorder (Depression, Bipolar Disorder, etc)",1,Sometimes,Often,38,Male,United States of America,Sometimes,1.0,Yes,I don't know,I don't know,Yes,,"Yes, it has",Yes
